pmid,abstract
10770176,"The objective of the present study was to determine the incidence of pituitary adenomas (PAs) and the associated rates and causes of mortality in a large population. The study population comprised 2279 patients (1010 women and 1269 men) of all individuals (n = 3321) with pituitary tumors included in the Swedish Cancer Registry between 1958 and 1991. The mean age (+/-SD) at diagnosis was 52.3 +/-15.7 yr. The age-standardized incidence of PA increased significantly from approximately 6 cases/million inhabitants in 1958 to 11 cases/ million in 1991. The age-specific incidence peaked between 60-70 yr of age in both sexes. Excess mortality was found in the study population. The total number of deaths was 842. The standardized mortality ratio (SMR) for the study population was 2.0. The SMR for women (2.3) was significantly (P < 0.01) higher than that for men (1.9). Cardiovascular diseases were the most common cause of mortality among patients, accounting for 346 deaths (SMR, 1.6). The difference between the sexes was significant (men, 1.4; women, 1.8; P < 0.05). Cerebrovascular death occurred in 97 patients (SMR, 2.4), with no significant difference between men (SMR, 2.5) and women (SMR, 2.2). Excess mortality was also observed for tumors, endocrine diseases, and gastrointestinal diseases. These findings suggest that the annual incidence of PA is increasing. Possible explanations are improved diagnostic skill and/or increased awareness of pituitary diseases among physicians. However, a real increase in the incidence of PA cannot be ruled out."
22234154,"The aim of this study is to quantify the prevalence and types of rare chromosome abnormalities (RCAs) in Europe for 2000-2006 inclusive, and to describe prenatal diagnosis rates and pregnancy outcome. Data held by the European Surveillance of Congenital Anomalies database were analysed on all the cases from 16 population-based registries in 11 European countries diagnosed prenatally or before 1 year of age, and delivered between 2000 and 2006. Cases were all unbalanced chromosome abnormalities and included live births, fetal deaths from 20 weeks gestation and terminations of pregnancy for fetal anomaly. There were 10,323 cases with a chromosome abnormality, giving a total birth prevalence rate of 43.8/10,000 births. Of these, 7335 cases had trisomy 21,18 or 13, giving individual prevalence rates of 23.0, 5.9 and 2.3/10,000 births, respectively (53, 13 and 5% of all reported chromosome errors, respectively). In all, 473 cases (5%) had a sex chromosome trisomy, and 778 (8%) had 45,X, giving prevalence rates of 2.0 and 3.3/10,000 births, respectively. There were 1,737 RCA cases (17%), giving a prevalence of 7.4/10,000 births. These included triploidy, other trisomies, marker chromosomes, unbalanced translocations, deletions and duplications. There was a wide variation between the registers in both the overall prenatal diagnosis rate of RCA, an average of 65% (range 5-92%) and the prevalence of RCA (range 2.4-12.9/10,000 births). In all, 49% were liveborn. The data provide the prevalence of families currently requiring specialised genetic counselling services in the perinatal period for these conditions and, for some, long-term care."
20514305,"Despite remarkable progress in understanding and treating gastrointestinal stromal tumors (GISTs) during the past two decades, the pathological characteristics of GISTs have not been made clear yet. Furthermore, concrete diagnostic criteria of malignant GISTs are still uncertain. We collected pathology reports of 1,227 GISTs from 38 hospitals in Korea between 2003 and 2004 and evaluated the efficacy of the NIH and AFIP classification schemes as well as the prognostic factors among pathologic findings. The incidence of GISTs in Korea is about 1.6 to 2.2 patients per 100,000. Extra-gastrointestinal GISTs (10.1%) are more common in Korea than in Western countries. In univariate analysis, gender, age, tumor location, size, mitosis, tumor necrosis, vascular and mucosal invasions, histologic type, CD34 and s-100 protein expression, and classifications by the NIH and AFIP criteria were found to be significantly correlated with patient's survival. However, the primary tumor location, stage and classification of the AFIP criteria were prognostically significant in predicting patient's survival in multivariate analysis. The GIST classification based on original tumor location, size, and mitosis is more efficient than the NIH criteria in predicting patient's survival, but the mechanism still needs to be clarified through future studies."
22247246,"OBJECTIVE: To describe prevalence, prenatal diagnosis and epidemiological data on oesophageal atresia from 23 well-defined European regions and compare the prevalence between these regions. DESIGN: Population-based study using data from a large European database for surveillance of congenital anomalies (EUROCAT) for two decades (1987-2006). SETTINGS: Twenty-three participating registries based on multiple sources of information including information about live births, fetal deaths with gestational age ≥20 weeks and terminations of pregnancy. PATIENTS: 1222 cases of oesophageal atresia in a population of 5 019 804 births. RESULTS: The overall prevalence was 2.43 cases per 10 000 births (95% CI 2.30 to 2.57). There were regional differences in prevalence ranging from 1.27 to 4.55. Prenatal detection rates varied by registry from >50% of cases to <10% of cases. A total of 546 cases (44.7%) had an isolated oesophageal anomaly, 386 (31.6%) were multiple malformed and 290 (23.7%) had an association or a syndrome. There were 1084 live born cases (88.7%), 43 cases were fetal deaths and 95 cases were terminations of pregnancy. One-week survival for live births was 86.9% and 99.2% if the gestational age was ≥38 weeks and isolated oesophageal atresia was present. Males accounted for 57.3% of all cases and 38.5% of live born cases were born with gestational age <37 weeks. CONCLUSION: There were regional differences in prevalence of oesophageal atresia in Europe. Half of all cases had associated anomalies. Prenatal detection rate increased from 26% to 36.5% over the two decades. Survival in infants with isolated oesophageal atresia born at term is high."
9678700,"We have reviewed all known UK cases of Smith-Lemli-Opitz syndrome. Among 49 cases with proven 7-dehydrocholesterol reductase deficiency, half had been terminated or had died in infancy. The minimum incidence is 1 in 60,000. The frequent occurrence of hypospadias may account for 71% of recognised cases being male. Important common features which emerged include short thumbs, severe photosensitivity, aggressive behaviour, and atrioventricular septal defect. The typical facial appearance becomes less obvious with age and 20% of cases did not have 2/3 toe syndactyly. Biochemical measurements of serum 7-dehydrocholesterol did not correlate with clinical severity."
22846726,"BACKGROUND/AIM: We describe the incidence of Guillain-Barré syndrome (GBS) in a large United States cohort. METHODS: Between 2000 and 2009, we identified visits with an ICD-9 code for GBS (357.0) from all persons with continuous enrollment for at least 1 year. The primary case definition was restricted to emergency department and inpatient visits. We calculated age-standardized rates and used multivariate Poisson regression to assess variation in rates by sex, age, season and year of diagnosis. We tabulated descriptive characteristics and the positive predictive value (PPV) for a subset of the visits with available medical record review. RESULTS: 1,619 visits with the GBS ICD-9 code were identified from 50,290,898 person-years of observation. After considering the PPV (55%) for record-reviewed visits, the age-standardized incidence rate was approximately 1.72/100,000 person-years. The rate was 40% higher for males and increased by 50% for every 10-year increase in age. The rate was 15% higher in winter and spring compared with summer. Rates were higher in more recent years. CONCLUSIONS: GBS rates are higher in males and increase considerably with age. The potential reasons for differences in rates by season and the increased rates in more recent years should be further investigated."
23859338,"Combining data from epidemiological studies in Friedreich's Ataxia (FRDA) and patient organization membership lists, shows that FRDA prevalence exhibits large regional differences in Europe with a prevalence gradient from west to east. Highest levels are observed in northern Spain, south of France and Ireland, lowest levels in Scandinavia and Russia. The observed distribution of FRDA in Europe co-localizes with the gradient of the chromosomal R1b marker as detected within west Europe. This gradient is either derived from Palaeolithic migrations out of the Franco-Cantabrian Ice age refuge or from Neolithic migrations entering west Europe with the advance of agriculture. FRDA prevalence may have been increased in this population anytime after its separation from the closely related R1a carrying group. East European populations with a high frequency of the R1a marker show 10 fold lower prevalence of FRDA, indicating that the FRDA mutation was present in the common ancestor and was increased in the R1b carrying group. The FRDA carrying population went through a Palaeolithic population bottleneck supporting the view that the observed FRDA distribution and potentially the R1b distribution are derived from Palaeolithic migrations out of the Franco-Cantabrian ice age refuge."
20482598,"the frequency of different Charcot-Marie-Tooth (CMT) genotypes has been estimated in clinic populations, but prevalence data from the general population are lacking.our population-based genetic epidemiological survey included persons with CMT residing in eastern Akershus County, Norway. The participants were interviewed and examined by one geneticist/neurologist and classified clinically, neurophysiologically and genetically.two hundred and forty-five persons from 116 families had CMT. This corresponds to 1 per 1214 persons (95% CI 1062-1366) have CMT in the general population. CMT1 (motor conduction velocity (MCV) <38 m/s), CMT2 (MCV >38 m/s) and CMT intermediate (MCV 25-45 m/s) were found in 48.2%, 49.4% and 2.4% of the families. A total of 27.2% of the families and 28.6% of the affected had a mutation in the investigated CMT genes. The prevalence of the peripheral myelin protein 22 (PMP22) duplication and point mutation in the connexin32 (Cx32), myelin protein zero (MPZ) and mitofusin2 (MFN2) genes was found in 13.6%, 6.2%, 1.2%, 6.2% of the families, and in 19.6%, 4.8%, 1.1%, 3.2% of the affected, respectively. None of the families had point mutations in the early growth response 2 (EGR2), PMP22 or small integral membrane protein of lysosome/late endosome (SIMPLE) genes.CMT is the most common inherited neuropathy. At present, 43 CMT genes are known, and an examination of all known genes would probably only identify mutations in approximately 50% of those with CMT. Thus, it is probable that at least 30-50 CMT genes are yet to be identified."
20534753,"CONTEXT: Data on the incidence of pituitary adenomas (PAs) are scant and outdated. A population-based regional cohort with thorough case identification was used to evaluate the incidence of clinically detected PAs in the era of magnetic resonance imaging. OBJECTIVE: The objective of the study was to describe the age- and sex-specific incidence of all PA subgroups, with data on incidentally found PAs, pituitary apoplexies, and time trends. DESIGN, SETTINGS, AND PATIENTS: This was a retrospective descriptive analysis of PA patients diagnosed during 1992-2007 in Northern Finland (NFi). MAIN OUTCOME MEASURE: World Health Organization 2000-standardized incidence rates (SIRs) of PAs per 100,000 were measured. RESULTS AND CONCLUSION: The final cohort consisted of 355 PAs. The incidence rates of the Oulu University Hospital regional district were used as a reference to assess the applicability of our case finding over the rest of NFi. Incidence rates of all PA subgroups except microprolactinomas were statistically equal between these areas; thus, all presented SIRs are based on the NFi's cohort except Oulu University Hospital regional district-based prolactinomas and PAs overall. Overall SIR of PAs was higher (4.0 per 100,000) than in previous reports. Prolactinomas had the highest SIR: 2.2 per 100,000, followed by clinically nonfunctioning PAs (1.0) and GH-secreting (0.34), ACTH-secreting (0.17), and TSH-secreting (0.03) PAs. The gender-specific SIR was 2.2 per 100,000 in males and 5.9 per 100,000 in females. Pituitary apoplexy occurred as a presenting symptom in 11% of clinically nonfunctioning PA patients. The SIR of incidentally discovered PAs increased significantly from 1992-1999 to 2000-2007 (0.59 to 1.6, respectively; P < 0.01), which accounted for the perceived increasing trend in the overall SIR of PAs (3.8 to 4.2; P > 0.05)."
23809583,"BACKGROUND: Dystrophic epidermolysis bullosa (DEB) is a rare disease that represents a heavy burden for both the patient and the health care system. There are currently no data on the prevalence of DEB in Spain. OBJECTIVE: To determine the prevalence of DEB in Spain. METHODS: We used data from 3 incomplete population-based sources (hospital dermatology departments, diagnostic laboratories performing antigenic mapping, genetic testing or both, and the Spanish Association of Epidermolysis Bullosa Patients [DEBRA]) and combined them using the 3-source capture-recapture methodology. RESULTS: We identified 152 living DEB patients. The estimated prevalence of DEB was 6.0 cases per million (95% CI, 4.2-11.8) in adults and 15.3 (95% CI, 10.4-40.8) in children under 18 years of age. The data indicated that 77% of the patients were not being followed up in specialized centers of reference; 65% had not had a genetic diagnosis, and 76% were not members of DEBRA. CONCLUSIONS: The prevalence of DEB in Spain is 6.0 patients per million (95% CI, 4.2-11.8), a figure higher than previous estimates in many areas, but similar to those found in other southern Europe countries. The north-south difference may represent real geographic differences in prevalence, but it might be due to the fact that most of the data come from registries with a lower than expected catchment. Many patients are not being followed up in centers of reference, do not have genetic diagnosis, and are not members of patients' associations, suggesting that there is room for considerable improvement in their care."
21364698,"Myotonic dystrophy (DM) is the most common adult-onset muscular dystrophy with an estimated prevalence of 1/8000. There are two genetically distinct types, DM1 and DM2. DM2 is generally milder with more phenotypic variability than the classic DM1. Our previous data on co-segregation of heterozygous recessive CLCN1 mutations in DM2 patients indicated a higher than expected DM2 prevalence. The aim of this study was to determine the DM2 and DM1 frequency in the general population, and to explore whether the DM2 mutation functions as a modifier in other neuromuscular diseases (NMD) to account for unexplained phenotypic variability. We genotyped 5535 Finnish individuals: 4532 normal blood donors, 606 patients with various non-myotonic NMD, 221 tibial muscular dystrophy patients and their 176 healthy relatives for the DM2 and DM1 mutations. We also genotyped an Italian idiopathic non-myotonic proximal myopathy cohort (n = 93) for the DM2 mutation. In 5496 samples analyzed for DM2, we found three DM2 mutations and two premutations. In 5511 samples analyzed for DM1, we found two DM1 mutations and two premutations. In the Italian cohort, we identified one patient with a DM2 mutation. We conclude that the DM2 mutation frequency is significantly higher in the general population (1/1830; P-value = 0.0326) than previously estimated. The identification of DM2 mutations in NMD patients with clinical phenotypes not previously associated with DM2 is of particular interest and is in accord with the high overall prevalence. On the basis of our results, DM2 appears more frequent than DM1, with most DM2 patients currently undiagnosed with symptoms frequently occurring in the elderly population."
22633354,"PURPOSE: To estimate the prevalence, genotype, and clinical spectrum of Best vitelliform macular dystrophy (Best disease). DESIGN: Retrospective epidemiologic and clinical and molecular genetic observational study. METHODS: setting: National referral center. participants: Forty-five individuals diagnosed with Best disease. observation procedures: Retrospective review of patients diagnosed according to clinical findings and sequencing of BEST1. Patients with recently established molecular genetic diagnosis were followed up including multifocal electroretinography (mfERG), spectral-domain optical coherence tomography (SD-OCT), and fundus autofluorescence (FAF) imaging. main outcome measures:BEST1 mutations, SD-OCT and FAF findings, mfERG amplitudes, prevalence estimate of Best disease. RESULTS: BEST1 mutations described previously in Danish patients with Best disease are reviewed. In addition, we identified a further 8 families and 1 sporadic case, in whom 6 BEST1 missense mutations were found, 4 of which are novel. The mutation c.904G>T (p.Asp302Asn) was identified in members of 4 unrelated families. Structural alterations ranged from precipitate-like alterations at the level of the photoreceptor outer segments (OS) to choroidal neovascularization. The extent of the former correlated with the reduction of retinal function. A prevalence estimate of Best disease in Denmark based on the number of diagnosed cases was 1.5 per 100 000 individuals. CONCLUSIONS: Our data expand the mutation spectrum of BEST1 in patients with Best disease. Alterations of the OS overlying lesions with subretinal fluid are similar to those seen in central serous retinopathy and may indicate impaired turnover of OS. Our frequency estimate confirms that Best disease is one of the most common causes of early macular degeneration."
26187053,"Relapsing polychondritis is a rare disease characterized by cartilage inflammation. Our aim was to estimate the incidence, prevalence and mortality of relapsing polychondritis and describe the clinical features of relapsing polychondritis in a large population.All participants diagnosed with relapsing polychondritis were sampled from the Clinical Practice Research Datalink. Prevalence and incidence rates for 1990-2012 were estimated. Relative mortality rates were estimated in a time-to-event framework using reference UK life tables. A questionnaire validation study assessed diagnostic accuracy.There were 117 participants with relapsing polychondritis ever recorded. Fifty (82%) of 61 cases were validated by a physician and unconfirmed cases were excluded. The analysis included 106 participants (42 men, 64 women) diagnosed with relapsing polychondritis. The mean age (range) at diagnosis in men was 55 (range 17-81) years and in women 51 (range 11-79) years. The median interval from first symptom to diagnosis was 1.9 years. The incidence of relapsing polychondritis between 1990 and 2012 was 0.71 (95% CI 0.55, 0.91) per million population per year. There were 19 deaths from any cause. There were 16 observed deaths eligible for survival analysis and 7.4 deaths expected for the UK population of the same age, sex and period. The standardized mortality ratio was 2.16 (95% CI 1.24, 3.51), P < 0.01. Respiratory disease, cardiac conditions and cancer were the most frequent causes of death.The incidence of relapsing polychondritis may be lower than previously estimated, and diagnostic misclassification and delay are common. Mortality in relapsing polychondritis is more than twice that of the general population."
18515795,"BACKGROUND:Pancreatic neuroendocrine tumors (PNETs) are uncommon neoplasms that can present with symptoms of hormone overproduction. We evaluated the incidence, prognosis, and temporal trends of PNETs. PATIENTS AND METHODS:We analyzed all cases of PNETs registered in the Surveillance, Epidemiology, and End Results database from 1973 to 2000. Age-adjusted incidence and survival rates were calculated and survival trends over time were evaluated. RESULTS:We identified 1483 cases of PNETs. The crude annual incidence per 1,000,000 was 1.8 in females and 2.6 in males and increased with advancing age. The incidence increased over the study period. Most patients (90.8%) had nonfunctional tumors. Advanced stage, higher grade, and age were the strongest predictors of worse survival. Patients with functional tumors had better outcomes than patients with nonfunctional tumors in both univariate and multivariate analysis (P = 0.004). Survival time increased over the period from 1973 to 2000. No differences were seen in the distribution of stage or age at diagnosis among time periods. CONCLUSION:PNETs are uncommon neoplasms but the incidence may be increasing. Age, grade, stage, and functional status predict survival in patients with PNETs. Survival has improved over time, but this is not explained by earlier diagnosis or stage migration."
23351985,"Epidemiologic investigations of congenital neutropenia aim to determine several important indicators related to the disease, such as incidence at birth, prevalence, and outcome in the population, including the rate of severe infections, leukemia, and survival. Genetic diagnosis is an important criterion for classifying patients and reliably determining the epidemiologic indicators. Patient registries were developed in the 1990s. The prevalence today is probably more than 10 cases per million inhabitants. The rate of infection and leukemia risk can now be calculated. Risk factors for leukemia seem to depend on both the genetic background and cumulative dose of granulocyte colony stimulating factor."
23921495,"BACKGROUND: The prevalence of acquired angioedema (AAE) is hitherto unknown and, to date, less than 200 patients have been reported worldwide. AAE is associated with lymphoproliferative conditions and autoantibodies against C1 inhibitor (C1INH). Rituximab (RTX) is increasingly used in the treatment of AAE patients. METHODS: A nationwide study of AAE patients was performed in Denmark. Clinical features, associated disorders, treatments and outcomes were registered. RESULTS: Eight AAE patients were identified. The diagnostic delay was on average 1 year and 8 months. Patients were treated with C1INH concentrate or icatibant on demand. Six patients were diagnosed with a clonal B-cell disorder during follow-up, on average 2.5 years after the first swelling. Two patients had monoclonal B-cell lymphocytosis (MBL). Two patients received RTX. CONCLUSIONS: AAE is a rare condition occurring in less than 10% of patients with C1INH deficiency in Denmark. AAE is highly associated with haematologic disorders, and we recommend yearly follow-up visits with clinical examination and blood tests including flow cytometry to diagnose B-cell conditions at an early stage. We report 2 patients with AAE and associated MBL, which is a benign expansion of clonal B lymphocytes. MBL can be the precursor of chronic lymphocytic leukaemia or is associated with non-Hodgkin's lymphoma. If angioedema is poorly controlled with standard treatment regimens, we suggest treatment of the associated haematologic disorder. Based on a review of the literature and our own data, we recommend therapy with RTX, especially in patients with anti-C1INH autoantibodies."
15921246,"INTRODUCTION: Tripler Army Medical Center (TAMC) in Honolulu, Hawaii, is uniquely situated to serve patients from the United States Associated Pacific Islands (USAPIs) through the congressionally funded Pacific Island Health Care Project (PIHCP). Because of time differences and distance, a web-based store-and-forward consultation and referral network was established using the internet to more efficiently and economically facilitate patient care. Using both electronic and hard copy records, we sought to establish the incidence of Hirschsprung Disease (HD) in children from the USAPI and contrast it to that of the developed world. METHODS: PIHCP website records as well as all the inpatient and outpatient medical records of patients referred to TAMC fortreatment of HD from 1994 to 2002 were reviewed. A diagnosis of HD was confirmed in all cases with full thickness biopsy. Incidence figures for HD are based on this review and on the birth rates for these islands from the International Data Base of the U.S. Bureau of the Census. RESULTS: There were 14 cases of short-segment HD referred over a nine year study period. Nine patients came from the Federated States of Micronesia (FSM) with an average annual incidence of 1:3190, which is 1.5 to 2 times the reported incidence in Western nations. Remarkably, seven of these nine were from Pohnpei State, capital of the FSM (annual incidence of 1:1370 or3-5 times that in the West). Three patients came from the Republic of the Marshall Islands (RMI), and two came from American Samoa (AS). There were no reported consanguineous marriages, associated syndromes, or complications of surgery. CONCLUSION: HD was found to be up to 2-3 times more common among people from the FSM than has been reported in the developed world. Given the limitations of providing care and obtaining data from all the USAPls with a population that is spread over a massive expanse of ocean larger than the continental United States, this incidence is likely an underestimation of HD among Pacific Islanders. A secure web-based referral network developed in 1998 has been invaluable in collecting epidemiologic data from these islands as well as in providing health care workers in the USAPI with an efficient and inexpensive means to seek consultation from specialists and sub-specialists at a major tertiary care medical facility."
16920474,"Peripartum cardiomyopathy (PPCM) is a disorder in which initial left ventricular systolic dysfunction and symptoms of heart failure occur between the late stages of pregnancy and the early postpartum period. It is common in some countries and rare in others. The causes and pathogenesis are poorly understood. Molecular markers of an inflammatory process are found in most patients. Clinical presentation includes usual signs and symptoms of heart failure, and unusual presentations relating to thromboembolism. Clinicians should consider PPCM in any peripartum patient with unexplained disease. Conventional heart failure treatment includes use of diuretics, beta blockers, and angiotensin-converting enzyme inhibitors. Effective treatment reduces mortality rates and increases the number of women who fully recover left ventricular systolic function. Outcomes for subsequent pregnancy after PPCM are better in women who have first fully recovered heart function. Areas for future research include immune system dysfunction, the role of viruses, non-conventional treatments such as immunosuppression, immunoadsorption, apheresis, antiviral treatment, suppression of proinflammatory cytokines, and strategies for control and prevention."
24938285,"Epidemiological studies of primary Sjögren's syndrome (pSS) are crucial for describing the burden to society and the public medical system and for shedding light on aetiology. Previous reports of the epidemiology of pSS show variable outcomes. We conducted a systematic review of the epidemiology of pSS to assess the prevalence rates (PRs) and incidence rates (IRs), and to investigate possible geographic variations in pSS.A systematic literature search of PubMed and Embase (updated to 22 October 2013) was performed to identify all published reports on the epidemiology of pSS. The incidence and prevalence rates of pSS were summarised with IRs or PRs and 95% CIs.The literature search yielded 1880 related citations. Only 21 fulfilled the inclusion criteria. According to a random-effects model, the pooled IR for pSS was 6.92 (95% CI 4.98 to 8.86) per 100 000 person-years. The overall PR was 60.82 (95% CI 43.69 to 77.94) cases per 100 000 inhabitants with a slightly lower estimate of Baodong Qin is BDQ, Jiaqi Wang is JQW, Zaixing Yang is ZXY, Renqian Zhong is RQZ. 43.03 (25.74 to 60.31) cases per 100 000 inhabitants when only considering population-based studies. The female/male ratio in incidence data was 9.15 (95% CI 3.35 to 13.18). The female/male ratio in prevalence data was 10.72 (95% CI 7.35 to 15.62). The overall age of pSS patients was 56.16 years (95% CI 52.54 to 59.78).Incidence and prevalence rates of pSS vary widely around the world. The results help us better understand the global epidemiology of pSS. Large population-based studies combining meticulous case-finding and case-ascertainment strategies are needed."
7551657,"There have been no previous attempts to estimate the incidence of juvenile dermatomyositis (JDM) in the UK and Ireland. Consultant paediatricians from these countries were asked to report all cases of JDM which were diagnosed in 1992 and 1993 to the British Paediatric Surveillance Unit. One-hundred-and-twenty-one reports were received, of which 48 were confirmed cases of JDM and three were confirmed cases of polymyositis. The estimated incidence of JDM was 1.9 per million children aged under 16 yr (95% confidence interval 1.4-2.6). The median age at onset was 6.8 yr and the median delay in diagnosis was 4 months. Girls were affected much more often than boys (ratio 5.0:1). In the cases with an onset in 1992 there appeared to be a cluster of cases with an onset in April and May."
27139922,"Porphyrias are rare diseases caused by altered haem synthesis leading to the accumulation of different haem intermediates. Neurovisceral attacks may occur in acute porphyrias, while photosensitivity is the presenting symptom in cutaneous porphyrias. We present here an overview of symptoms and a flowchart for the diagnosis of cutaneous porphyrias, with recommendations for monitoring and an update of treatment options. From the Danish Porphyria Register, we present the incidences and approximate prevalences of cutaneous porphyrias within the last 25 years. A total of 650 patients with porphyria cutanea tarda were identified, 73 with erythropoietic protoporphyria, 9 with variegate porphyria, 4 with hereditary coproporphyria and one with congenital erythropoietic porphyria. The total incidence of all porphyrias was ~0.52/100,000 per year."
8349860,"BACKGROUND:Hereditary palmoplantar keratoderma (HPPK), type papulosa, is rare, and epidemiologic data are sporadic and inconsistent. An epidemiologic population study of this disease has not been performed previously. OBJECTIVE:We performed a large population study on prevalence of HPPK, type papulosa, in Croatia. METHODS:The data were collected from medical records of dermatology departments throughout Croatia; 14 patients and their relatives were examined. Histopathologic studies were performed in 11 of these 14 patients. RESULTS:Fifty-five patients were identified and the prevalence was 1.17 per 100,000 inhabitants. All 55 patients belonged to 20 different families. An autosomal dominant mode of inheritance was confirmed in 13 families. All 14 patients examined by the authors had both palmar and plantar lesions; the volar aspects of fingers were also involved. Thickened nails were observed in four patients, and no significant skin lesions were found elsewhere. CONCLUSION:HPPK, type papulosa, is rare, and its prevalence in Croatia is about four times lower than HPPK, Unna-Thost type. It should be considered a distinct entity."
11087787,"Epidemiologic data on inclusion body myositis (IBM) are scarce, and possibly biased, because they are derived from larger neuromuscular centers. The present nationwide collaborative cross-sectional study, which culminated on July 1, 1999, resulted in identification of 76 patients with IBM and the establishment of a prevalence of 4.9 patients with IBM per million inhabitants in the Netherlands. Several discrepancies suggest that this may be an underestimation. The most frequently identified pitfall in diagnosing IBM was an erroneous diagnosis of polymyositis or motor neuron disease."
19844117,"To evaluate the incidence, gender, symptoms and age at diagnosis among patients with classical congenital adrenal hyperplasia (CAH) due to 21-hydroxylase deficiency in Croatia.Data were collected retrospectively for all classical CAH patients born or electively aborted following prenatal diagnosis between 01.01.1995 and 31.12.2006 and were compared with the data of the previously conducted study evaluating CAH patients discovered between 1964 and 1984.During a 12-year period, 34 classical CAH patients were born. There were 20 salt-wasting (SW) (12 females/8 males) and 14 simple virilizing (SV) patients (7 females/7 males). If 3 female fetuses, electively aborted, were added, that would be a total of 37 CAH patients. With 532,942 live births and 34 CAH patients born over this period, incidence of classical CAH was estimated to 1:15,574 or 1:14,403 if 3 electively aborted fetuses were included. The lower incidence of SW boys compared to SW girls (8:12) and similar number of SW and SV boys (8:7) indicate that substantial proportion of SW boys die unrecognized. Owing to better health care, diagnosis was established significantly earlier in SW and SV girls compared to the period of 1964-1984 (p < 0.003). During 1995-2006, none of the patients died following the diagnosis of CAH, and there was no erroneous sex assignment.Despite of improvement in health care, diagnosis of CAH in Croatia is still delayed and some of the patients go unrecognized or die. Therefore, we think that the results of our study support the need for the introduction of newborn screening."
27159262,"To study the epidemiology and clinical characteristics of Takayasu arteritis (TAK) in southeast Norway (population 2.8 million).All study area hospital databases were screened to capture every potential TAK case between 1999 and 2012. These cases were manually chart reviewed, and only patients fulfilling either the 1990 American College of Rheumatology classification or the 1995 Ishikawa diagnostic criteria were included.Inclusion criteria were met by 78 patients (68 female, 10 male). Point prevalence (by 2012) segregated by ethnic origin was 22.0 per 106 (95% confidence interval [95% CI] 17-29) in northern Europeans compared to 78.1 (95% CI 38-152) in Asian whites and 108.3 (95% CI 46-254) in Africans (P < 0.001). The incidence rate increased from 1 to 2 per 106 in the first to last 5-year period of the study (P = 0.03). Northern Europeans were mean age 32.3 years at onset, and 47% had involvement confined to aortic arch branches (angiographic type I), while 24% had extensive type V disease. Mean onset age in Asian and African cases was 20.3 years and 47% had type V disease. Coexisting inflammatory bowel disease was observed in 8% and ankylosing spondylitis in 7%.We report 2-4 times higher population prevalence than previously observed, and the highest prevalence ever found in Norwegians of Asian and African descent. The results support the idea that TAK in northern Europeans is marked by limited arterial involvement and older age at onset."
17825241,"Craniopharyngiomas are rare benign epithelial tumors, arising from the pituitary stalk or gland and developing in the sellar and suprasellar region, affecting both adults and children. Incidence is 0.5 to 2 new cases per million inhabitants. Clinical features essentially include visual disturbances, endocrine deficiencies, and neurological signs. Initial signs are often visual loss and increased intracranial pressure in children, growth and pubertal delay in teenagers, visual disturbances or cognitive impairment in adults. Diagnosis is made on MRI and CT scan, demonstrating a sellar or suprasellar tumor, heterogeneous, with frequent calcifications. Craniopharyngiomas can be classified depending on their locations from the sella, the diaphragma sellae, and upon their origins from the pituitary stalk or the infundibulum. They can also be classified depending on the location from the optic chiasm and the third ventricle. This classification allows surgical series comparison, which is of importance since developments and extensions of the tumor can explain surgical difficulties. The management of this lesion is still controversial. Because it is an extra-cerebral benign lesion, the ideal goal of treatment should be complete tumor removal with improvement of altered visual functions, minimal deterioration of endocrine function, and no neuropsychological impairment. But the situation of the tumor, its relationship with third ventricle, hypothalamus, optic tract, vascular structures make its removal often difficult. However, great progresses have been realized in surgical treatment, resulting in a dramatic improvement of the prognosis of craniopharyngiomas. Nowadays, one can expect total removal in 60 to 70% of patients, subtotal removal in 20 to 30%, and partial removal in 10%. When total removal is impossible, radiotherapy may reduce the risk of a poor evolution. Recurrences are a problem in 15% of patients with total removal, 35% in subtotal removal, 70% in partial removal. If radiotherapy has not been performed as first treatment, it is efficient in 80% of recurrences. Long term follow up is necessary in these patients, due to medical management of endocrine, visual and psychological problems, and risk of late recurrence. With close involvement in this management, most of patients may enjoy a good outcome, 80% being able to return to normal active life."
9409399,"From January 1978 to December 1995, 92 cases of Moyamoya disease were collected from seven major medical centers in Taiwan. The data gave an annual incidence rate of 0.048 per 100,000 population. There were 40 males and 52 females and the ages ranged from 2 to 62 years with the peak incidence in the 31-40 year age group (23 cases). Cerebral infarction occurred in 20 out of 24 juvenile patients (83%), and in 24 out of 68 adult patients (35%). The difference was statistically significant. Haemorrhagic stroke was more frequent in adult patients. Computed tomographic scans following stroke showed cerebral infarction in 44 cases, ventricular haemorrhage in 26 cases, intracerebral haemorrhage in 14 cases and pure subarachnoid haemorrhage in eight. The most frequent initial symptom was motor disturbance (59%), followed by headache (49%) and impaired consciousness (35%). This survey showed an incidence rate much lower than that in Japan, but comparable with those in other Oriental countries and higher than those in Western countries. The male-to-female ratio once differed considerably from that of the Japanese series, but from the present study is now quite similar."
