OrphaCode,Disease Name,Orpha Epi Type,Orpha Epi Class,Orpha Epi Rate,Orpha Loc,Source,PMID
69737,Bosley-Salih-Alorainy syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_16155570[PMID]_17875913[PMID]_18412118[PMID],18412118
69739,Athabaskan brainstem dysgenesis syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_12833395[PMID]_18412118[PMID],12833395
69739,Athabaskan brainstem dysgenesis syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_12833395[PMID]_18412118[PMID],18412118
69665,Intrahepatic cholestasis of pregnancy,Point prevalence,Unknown,0.0,Europe,ORPHANET_22892336[PMID],22892336
69125,Anonychia with flexural pigmentation,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_1156563[PMID],1156563
69088,Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_11242109[PMID],11242109
69083,"Ectodermal dysplasia with natal teeth, Turnpenny type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_8574423[PMID],8574423
69082,Odonto-tricho-ungual-digito-palmar syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9217212[PMID],9217212
69085,Limb-mammary syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26075610[PMID]_9973291[PMID]_20410354[PMID],26075610
69085,Limb-mammary syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26075610[PMID]_9973291[PMID]_20410354[PMID],9973291
69085,Limb-mammary syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26075610[PMID]_9973291[PMID]_20410354[PMID],20410354
69078,Liposarcoma,Annual incidence,1-9 / 100 000,1.0,Europe,22517534[PMID]_[EXPERT],22517534
69078,Liposarcoma,Annual incidence,1-9 / 1 000 000,0.59,United States,17013893[PMID],17013893
67045,X-linked intellectual disability with isolated growth hormone deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9508246[PMID]_8826446[PMID],9508246
67045,X-linked intellectual disability with isolated growth hormone deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9508246[PMID]_8826446[PMID],8826446
67036,Autosomal dominant optic atrophy and cataract,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22797356[PMID],22797356
66637,Diaphanospondylodysostosis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26467725[PMID]_21990102[PMID]_22581610[PMID],26467725
66637,Diaphanospondylodysostosis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26467725[PMID]_21990102[PMID]_22581610[PMID],21990102
66637,Diaphanospondylodysostosis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26467725[PMID]_21990102[PMID]_22581610[PMID],22581610
66633,Sensorineural hearing loss-early graying-essential tremor syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_16025060[PMID],16025060
66625,Cerebrooculonasal syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_19206156[PMID],19206156
66529,Tako-Tsubo cardiomyopathy,Annual incidence,1-9 / 100 000,2.98,France,23623669[PMID],23623669
65798,Goodman syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_421359[PMID],421359
65282,Carvajal syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22795705[PMID]_20940358[PMID]_16628197[PMID],22795705
65282,Carvajal syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22795705[PMID]_20940358[PMID]_16628197[PMID],20940358
65282,Carvajal syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22795705[PMID]_20940358[PMID]_16628197[PMID],16628197
65287,Beta-ureidopropionase deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17964839[PMID],17964839
65683,Isolated focal cortical dysplasia,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_24649472[PMID],24649472
65720,Arthrogryposis-severe scoliosis syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_3565478[PMID]_7039311[PMID],3565478
65720,Arthrogryposis-severe scoliosis syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_3565478[PMID]_7039311[PMID],7039311
65748,Multiple self-healing squamous epithelioma,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_24747516[PMID],24747516
65753,Charcot-Marie-Tooth disease type 1,Point prevalence,1-5 / 10 000,17.5,Worldwide,20301384[PMID],20301384
64744,IgG4-related thyroid disease,Annual incidence,1-9 / 100 000,1.06,United States,3906289[PMID]_21832114[PMID],3906289
64744,IgG4-related thyroid disease,Annual incidence,1-9 / 100 000,1.06,United States,3906289[PMID]_21832114[PMID],21832114
64745,Pruritic urticarial papules and plaques of pregnancy,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_27960565[PMID],27960565
64748,Dejerine-Sottas syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_12090401[PMID],12090401
562509,Heme oxygenase-1 deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22023467[PMID],22023467
64752,Hereditary sensory and autonomic neuropathy type 5,Point prevalence,<1 / 1 000 000,0.035,Japan,23495212[PMID],23495212
64753,Spinocerebellar ataxia with axonal neuropathy type 2,Point prevalence,1-9 / 1 000 000,0.11,France,19440741[PMID],19440741
64754,Nevus comedonicus syndrome,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_23888253[PMID],23888253
562528,Congenital limbs-face contractures-hypotonia-developmental delay syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25683120[PMID]_28133733[PMID],25683120
562528,Congenital limbs-face contractures-hypotonia-developmental delay syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25683120[PMID]_28133733[PMID],28133733
64755,Becker nevus syndrome,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_26265883[PMID],26265883
562559,Anterior maxillary protrusion-strabismus-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17618476[PMID]_21035105[PMID],17618476
562559,Anterior maxillary protrusion-strabismus-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17618476[PMID]_21035105[PMID],21035105
562569,TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_30526868[PMID],30526868
64542,"Acrofacial dysostosis, Kennedy-Teebi type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_15266620[PMID],15266620
64280,Childhood absence epilepsy,Annual incidence,1-9 / 100 000,5.0,United States,24668022[PMID],24668022
63273,Distal myopathy with posterior leg and anterior hand involvement,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_15824355[PMID]_21620354[PMID],15824355
63273,Distal myopathy with posterior leg and anterior hand involvement,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_15824355[PMID]_21620354[PMID],21620354
63275,Pemphigoid gestationis,Annual incidence,1-9 / 1 000 000,0.2,Germany,19170813[PMID],19170813
63275,Pemphigoid gestationis,Annual incidence,<1 / 1 000 000,0.05,France,7826096[PMID]_23237497[PMID],7826096
63275,Pemphigoid gestationis,Annual incidence,<1 / 1 000 000,0.05,France,7826096[PMID]_23237497[PMID],23237497
63275,Pemphigoid gestationis,Annual incidence,1-9 / 1 000 000,0.18,Kuwait,15569006[PMID],15569006
63275,Pemphigoid gestationis,Point prevalence,1-9 / 1 000 000,0.693,Germany,27456755[PMID],27456755
63443,Rare epithelial tumor of stomach,Lifetime Prevalence,1-5 / 10 000,49.17,Europe,22033323[PMID]_RARECARE surveillance of rare cancers in Europe[REG],22033323
60039,Pudendal neuralgia,Point prevalence,Unknown,0.0,Worldwide,20071246[PMID],20071246
60041,Congenital heart block,Prevalence at birth,1-9 / 100 000,4.54,Worldwide,4273004[PMID],4273004
60032,Recurrent respiratory papillomatosis,Annual incidence,1-9 / 100 000,2.34,United States,7488368[PMID]_20553527[PMID],7488368
60032,Recurrent respiratory papillomatosis,Annual incidence,1-9 / 100 000,2.34,United States,7488368[PMID]_20553527[PMID],20553527
60032,Recurrent respiratory papillomatosis,Annual incidence,1-9 / 1 000 000,0.76,Denmark,2350888[PMID]_20553527[PMID],2350888
60032,Recurrent respiratory papillomatosis,Annual incidence,1-9 / 1 000 000,0.76,Denmark,2350888[PMID]_20553527[PMID],20553527
60032,Recurrent respiratory papillomatosis,Point prevalence,1-9 / 100 000,1.42,United Kingdom,27208548[PMID],27208548
60032,Recurrent respiratory papillomatosis,Point prevalence,1-9 / 100 000,0.0,Europe,ORPHANET_27208548[PMID],27208548
60033,Idiopathic bronchiectasis,Annual incidence,1-9 / 100 000,1.8,Finland,9787927[PMID],9787927
60033,Idiopathic bronchiectasis,Prevalence at birth,1-5 / 10 000,29.0,Finland,9787927[PMID],9787927
59303,Neonatal ichthyosis-sclerosing cholangitis syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22030598[PMID],22030598
60015,Enlarged parietal foramina,Point prevalence,1-9 / 100 000,4.3,Europe,23543411[PMID],23543411
60015,Enlarged parietal foramina,Point prevalence,1-9 / 100 000,3.7,Worldwide,23543411[PMID],23543411
564178,Primary hypomagnesemia with refractory seizures and intellectual disability,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_30388404[PMID],30388404
60030,Loeys-Dietz syndrome,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_16928994[PMID,16928994
59315,Rhombencephalosynapsis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25816977[PMID],25816977
57196,Medial condensing osteitis of the clavicle,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27622150[PMID],27622150
563690,Furuncular myiasis due to Cordylobia rodhaini,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_29090455[PMID],29090455
57145,SUNCT syndrome,Point prevalence,1-9 / 100 000,6.7,Australia,18325769[PMID],18325769
563684,Furuncular myiasis due to Dermatobia hominis,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_29090455[PMID],29090455
563687,Furuncular myiasis due to Cordylobia anthropophaga,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_29090455[PMID],29090455
58017,Classic hairy cell leukemia,Lifetime Prevalence,1-9 / 100 000,3.12,Europe,22033323[PMID]_RARECARE surveillance of rare cancers in Europe[REG],22033323
58017,Classic hairy cell leukemia,Annual incidence,1-9 / 1 000 000,0.33,United States,16150940[PMID]_National Cancer Institute[INST],16150940
58017,Classic hairy cell leukemia,Annual incidence,1-9 / 1 000 000,0.29,United Kingdom,7918034[PMID],7918034
58017,Classic hairy cell leukemia,Annual incidence,1-9 / 1 000 000,0.24,Israel,17044834[PMID],17044834
58017,Classic hairy cell leukemia,Annual incidence,1-9 / 1 000 000,0.47,Iceland,12111650[PMID],12111650
58017,Classic hairy cell leukemia,Annual incidence,<1 / 1 000 000,0.035,Hong Kong,11135356[PMID],11135356
58017,Classic hairy cell leukemia,Annual incidence,1-9 / 1 000 000,0.37,Denmark,21122460[PMID],21122460
55595,TNP03-related  limb-girdle muscular dystrophy D2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_23667635[PMID],23667635
55596,HNRNPDL-related  limb-girdle muscular dystrophy D3,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24647604[PMID],24647604
54595,Craniopharyngioma,Annual incidence,1-9 / 100 000,1.0,Worldwide,17825241[PMID]_22969141[PMID],17825241
54595,Craniopharyngioma,Annual incidence,1-9 / 100 000,1.0,Worldwide,17825241[PMID]_22969141[PMID],22969141
54595,Craniopharyngioma,Point prevalence,1-9 / 100 000,2.0,Europe,17425791[PMID]_European Medicines Agency 2015[INST],17425791
54595,Craniopharyngioma,Annual incidence,1-9 / 1 000 000,0.19,United States,Central Brain Tumor registry of the United States 2010-2014[REG]_29117289[PMID],29117289
54595,Craniopharyngioma,Annual incidence,1-9 / 1 000 000,0.17,Sweden,25375987[PMID]_Swedish national Health registries 1987-2011[REG],25375987
54272,Hepatocellular adenoma,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_21175790[PMID],21175790
56044,Carcinoma of gallbladder and extrahepatic biliary tract,Annual incidence,1-9 / 100 000,1.5,United States,13835134[PMID]_17857545[PMID]_13425293[PMID]_22570746[PMID],13835134
56044,Carcinoma of gallbladder and extrahepatic biliary tract,Annual incidence,1-9 / 100 000,1.5,United States,13835134[PMID]_17857545[PMID]_13425293[PMID]_22570746[PMID],17857545
56044,Carcinoma of gallbladder and extrahepatic biliary tract,Annual incidence,1-9 / 100 000,1.5,United States,13835134[PMID]_17857545[PMID]_13425293[PMID]_22570746[PMID],13425293
56044,Carcinoma of gallbladder and extrahepatic biliary tract,Annual incidence,1-9 / 100 000,1.5,United States,13835134[PMID]_17857545[PMID]_13425293[PMID]_22570746[PMID],22570746
56044,Carcinoma of gallbladder and extrahepatic biliary tract,Annual incidence,1-5 / 10 000,14.0,Poland,16397865[PMID],16397865
56044,Carcinoma of gallbladder and extrahepatic biliary tract,Annual incidence,1-9 / 100 000,1.27,France,10951337[PMID],10951337
55880,Chondrosarcoma,Point prevalence,1-9 / 100 000,0.0,Europe,22033323[PMID]_RARECARE surveillance of rare cancers in Europe[REG],22033323
55880,Chondrosarcoma,Lifetime Prevalence,1-9 / 100 000,3.55,Europe,22033323[PMID]_RARECARE surveillance of rare cancers in Europe[REG],22033323
55881,Adamantinoma,Lifetime Prevalence,1-9 / 1 000 000,0.11,Worldwide,22033323[PMID]_RARECARE surveillance of rare cancers in Europe[REG],22033323
565858,Craniosynostosis-microretrognathia-severe intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_29432562[PMID]_30254215[PMID],29432562
565858,Craniosynostosis-microretrognathia-severe intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_29432562[PMID]_30254215[PMID],30254215
565788,Infantile inflammatory bowel disease with neurological involvement,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_29483653[PMID],29483653
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,4.5,Netherlands,10480370[PMID]_26586959[PMID],10480370
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,4.5,Netherlands,10480370[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,3.9,Australia,ORPHANET_9918480[PMID]_14608657[PMID]_26586959[PMID],9918480
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,3.9,Australia,ORPHANET_9918480[PMID]_14608657[PMID]_26586959[PMID],14608657
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,3.9,Australia,ORPHANET_9918480[PMID]_14608657[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,4.8,Portugal,14685153[PMID]_26586959[PMID],14685153
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,4.8,Portugal,14685153[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,3.53,Germany,16435194[PMID]_26586959[PMID],16435194
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,3.53,Germany,16435194[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,2.22,Sweden,18681890[PMID]_25274184[PMID],18681890
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,2.22,Sweden,18681890[PMID]_25274184[PMID],25274184
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,3.08,Norway,18681890[PMID]_26586959[PMID],18681890
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,3.08,Norway,18681890[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.77,Denmark,18681890[PMID]_26586959[PMID],18681890
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.77,Denmark,18681890[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.81,Poland,25472774[PMID]_26586959[PMID],25472774
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.81,Poland,25472774[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,3.72,Czech Republic,14685153[PMID]_26586959[PMID],14685153
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,3.72,Czech Republic,14685153[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,2.29,Tunisia,20209839[PMID]_26586959[PMID],20209839
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,2.29,Tunisia,20209839[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,2.04,"Taiwan, Province of China",19396827[PMID]_26586959[PMID],19396827
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,2.04,"Taiwan, Province of China",19396827[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,4.05,Estonia,22480138[PMID]_26586959[PMID],22480138
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,4.05,Estonia,22480138[PMID]_26586959[PMID],26586959
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,0.0,Worldwide,ORPHANET_28595941[PMID],28595941
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,0.0,Europe,ORPHANET_28595941[PMID],28595941
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.53,Japan,28595941[PMID],28595941
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.56,Switzerland,28595941[PMID],28595941
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.2,United States,DOI: https://doi.org/10.1016/j.ymgme.2016.11.285[OTHER]_28595941[PMID],28595941
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.04,Brazil,DOI: https://doi.org/10.1016/j.ymgme.2014.12.082[OTHER]_28595941[PMID],28595941
79213,Mucopolysaccharidosis,Prevalence at birth,1-5 / 10 000,16.9,Saudi Arabia,20626343[PMID]_28595941[PMID],20626343
79213,Mucopolysaccharidosis,Prevalence at birth,1-5 / 10 000,16.9,Saudi Arabia,20626343[PMID]_28595941[PMID],28595941
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.35,"Korea, Republic of",25364648[PMID]_28595941[PMID],25364648
79213,Mucopolysaccharidosis,Prevalence at birth,1-9 / 100 000,1.35,"Korea, Republic of",25364648[PMID]_28595941[PMID],28595941
565899,POMGNT2-related limb-girdle muscular dystrophy R24,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27066570[PMID],27066570
565909,Calpain-3-related limb-girdle muscular dystrophy D4,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27259757[PMID]_28881388[PMID]_30055862[PMID],27259757
565909,Calpain-3-related limb-girdle muscular dystrophy D4,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27259757[PMID]_28881388[PMID]_30055862[PMID],28881388
565909,Calpain-3-related limb-girdle muscular dystrophy D4,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27259757[PMID]_28881388[PMID]_30055862[PMID],30055862
566067,CEBPE-associated autoinflammation-immunodeficiency-neutrophil dysfunction syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_31201888[PMID],31201888
79189,Peroxisome biogenesis disorder,Prevalence at birth,1-9 / 100 000,2.0,United States,20301621[PMID],20301621
79189,Peroxisome biogenesis disorder,Point prevalence,1-9 / 100 000,0.0,United States,20301621[PMID],20301621
79189,Peroxisome biogenesis disorder,Prevalence at birth,1-9 / 1 000 000,0.2,Japan,12794690[PMID],12794690
79189,Peroxisome biogenesis disorder,Point prevalence,1-9 / 1 000 000,0.0,Japan,12794690[PMID],12794690
565624,Combined oxidative phosphorylation defect type 39,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22700954[PMID]_26016410[PMID]_29075935[PMID],22700954
565624,Combined oxidative phosphorylation defect type 39,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22700954[PMID]_26016410[PMID]_29075935[PMID],26016410
565624,Combined oxidative phosphorylation defect type 39,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22700954[PMID]_26016410[PMID]_29075935[PMID],29075935
565612,Triglyceride deposit cardiomyovasculopathy,Point prevalence,Unknown,0.0,Worldwide,[EXPERT]_31186072[PMID],31186072
79149,Dermochondrocorneal dystrophy,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26440764[PMID],26440764
79148,Elastosis perforans serpiginosa,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_27881947[PMID],27881947
79147,Familial reactive perforating collagenosis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17567305[PMID]_20101333[PMID],17567305
79147,Familial reactive perforating collagenosis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17567305[PMID]_20101333[PMID],20101333
79144,Isolated congenital onychodysplasia,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_26509026[PMID],26509026
79107,Developmental malformations-deafness-dystonia syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_12325076[PMID],12325076
566231,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_30842990[PMID],30842990
79106,Eiken syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_15525660[PMID],15525660
566243,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,Prevalence at birth,1-9 / 100 000,2.47,United States,14517508[PMID]_31149222[PMID],14517508
566243,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,Prevalence at birth,1-9 / 100 000,2.47,United States,14517508[PMID]_31149222[PMID],31149222
566243,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,Prevalence at birth,1-9 / 100 000,2.4,Japan,ORPHANET_19542904[PMID]_31149222[PMID],19542904
566243,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,Prevalence at birth,1-9 / 100 000,2.4,Japan,ORPHANET_19542904[PMID]_31149222[PMID],31149222
79118,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_12966531[PMID]_16715098[PMID],12966531
79118,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_12966531[PMID]_16715098[PMID],16715098
79113,Mandibulofacial dysostosis-microcephaly syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26507355[PMID],26507355
79098,Sympathetic ophthalmia,Annual incidence,<1 / 1 000 000,0.03,United Kingdom,10684834[PMID],10684834
566192,Congenital autosomal recessive small-platelet thrombocytopenia,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25876182[PMID],25876182
566175,Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_30565236[PMID]_28657829[PMID]_28657861[PMID],30565236
566175,Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_30565236[PMID]_28657829[PMID]_28657861[PMID],28657829
566175,Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_30565236[PMID]_28657829[PMID]_28657861[PMID],28657861
79140,Cutaneous neuroendocrine carcinoma,Lifetime Prevalence,1-9 / 1 000 000,0.86,Europe,22033323[PMID]_RARECARE surveillance of rare cancers in Europe[REG],22033323
79140,Cutaneous neuroendocrine carcinoma,Annual incidence,<1 / 1 000 000,0.06,Finland,21729823[PMID],21729823
79140,Cutaneous neuroendocrine carcinoma,Annual incidence,1-9 / 1 000 000,0.13,United States,20870633[PMID],20870633
79140,Cutaneous neuroendocrine carcinoma,Annual incidence,1-9 / 1 000 000,0.22,Denmark,20424236[PMID],20424236
79140,Cutaneous neuroendocrine carcinoma,Annual incidence,1-9 / 1 000 000,0.378,France,12951176[PMID],12951176
79140,Cutaneous neuroendocrine carcinoma,Annual incidence,1-9 / 1 000 000,0.13,United Kingdom,16764197[PMID],16764197
79140,Cutaneous neuroendocrine carcinoma,Annual incidence,1-9 / 100 000,1.6,Australia,24943712[PMID],24943712
79141,Hereditary painful callosities,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_646376[PMID]_3812560[PMID],646376
79141,Hereditary painful callosities,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_646376[PMID]_3812560[PMID],3812560
79135,Episodic ataxia type 3,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_11673600[PMID],11673600
79136,Episodic ataxia type 4,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_8929156[PMID],8929156
79129,Trichodysplasia-amelogenesis imperfecta syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_8419879[PMID],8419879
79124,Hepatic veno-occlusive disease-immunodeficiency syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_20301448[PMID],20301448
77293,Niemann-Pick disease type B,Point prevalence,1-9 / 1 000 000,0.4,Europe,23412609[PMID],23412609
77295,Odontoleukodystrophy,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_12605447[PMID],12605447
77299,Microphthalmia-brain atrophy syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_16566018[PMID],16566018
77297,Majeed syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_20301735[PMID],20301735
567502,B-cell immunodeficiency-limb anomaly-urogenital malformation syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_31409799[PMID],31409799
77300,Auricular abnormalities-cleft lip with or without cleft palate-ocular abnormalities syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_16317305[PMID],16317305
77301,Monosomy 9q22.3,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_21850767[PMID],21850767
79091,Hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9708547[PMID]_23489661[PMID]_25529940[PMID],9708547
79091,Hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9708547[PMID]_23489661[PMID]_25529940[PMID],23489661
79091,Hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9708547[PMID]_23489661[PMID]_25529940[PMID],25529940
